Name;Type;Max.TT;Markup
Electric Attack Chip 3, First Gen;Electric;34.00;30.00 PED
Electric Attack Chip 4 (L);Electric;27.00;2626.00%
Electric Attack Chip 4, First Gen;Electric;53.00; 
Electric Attack Chip 5 (L);Electric;37.00; 
Electric Attack Chip 5, First Gen;Electric;76.00; 
Electric Attack Chip 6 (L);Electric;45.00;108.00%
Electric Attack Chip 6, First Gen;Electric;78.00; 
Electric Attack Chip 7 (L);Electric;59.00; 
Electric Attack Chip 7, First Gen;Electric;156.00; 
Electric Attack Chip 8 (L);Electric;87.00;115.00%
Electric Attack Chip 8, First Gen;Electric;218.00; 
Electric Attack Chip 9 (L);Electric;101.00;115.00%
Electric Attack Chip 10 (L);Electric;113.00; 
Electric Attack Chip 11 (L);Electric;121.00; 
Electric Attack Nanochip 1;Electric;12.00; 
Electric Attack Nanochip 1 (L);Electric;7.00;125.00%
Electric Attack Nanochip 2;Electric;21.00; 
Electric Attack Nanochip 2 (L);Electric;11.00; 
Electric Attack Nanochip 3;Electric;39.00; 
Electric Attack Nanochip 3 (L);Electric;19.00; 
Electric Attack Nanochip 4;Electric;53.00; 
Electric Attack Nanochip 4 (L);Electric;27.00; 
Electric Attack Nanochip 5;Electric;71.00; 
Electric Attack Nanochip 5 (L);Electric;37.00; 
Electric Attack Nanochip 5, TEN Edition;Electric;73.00; 
Electric Attack Nanochip 6;Electric;87.00; 
Electric Attack Nanochip 6 (L);Electric;45.00; 
Electric Attack Nanochip 7;Electric;112.00; 
Electric Attack Nanochip 7 (L);Electric;59.00; 
Electric Attack Nanochip 8;Electric;169.00; 
Electric Attack Nanochip 8 (L);Electric;87.00; 
Electric Attack Nanochip 9;Electric;190.00; 
Electric Attack Nanochip 9 (L);Electric;101.00;328.00%
Electric Attack Nanochip 10;Electric;214.00; 
Electric Attack Nanochip 10 (L);Electric;113.00;200.00%
Electric Attack Nanochip 11;Electric;233.00; 
Electric Attack Nanochip 11 (L);Electric;121.00; 
Electric Attack Nanochip 12 (L);Electric;124.00; 
Electric Attack Nanochip 13 (L);Electric;130.00; 
Electric Attack Nanochip 13, FEN Edition;Electric;130.00; 
Electric Attack Nanochip, SP Edition (L);Electric;5.50; 
Electric Strike Chip 1 (L);Electric;21.00; 
Electric Strike Chip 2 (L);Electric;24.00; 
Electric Strike Chip 3 (L);Electric;26.00; 
Electric Strike Chip 4 (L);Electric;28.00; 
Electric Strike Chip 5 (L);Electric;30.00;110.00%
Electric Strike Chip 6 (L);Electric;32.00;107.00%
Electric Strike Chip 7 (L);Electric;34.00; 
Electric Strike Chip 8 (L);Electric;35.50;115.00%
Electric Strike Chip 9 (L);Electric;37.00; 
Electric Strike Chip 10 (L);Electric;38.50; 
Electric Strike Chip 11 (L);Electric;40.00;120.00%
Electric Strike Nanochip (L);Electric;21.00; 
Electrocution Chip 1 (L);Electric;24.00; 
Electrocution Chip 9 (L);Electric;104.00;120.00%
Elysia Prototype  (L);Laser;0.10; 
Embra Ignition Enblade (L);Longblades;440.00; 
Embra Laser Sword C1;Longblades;2972.00; 
Embra Laser Sword C1 (L);Longblades;148.00; 
Embra Laser Sword C1, Adjusted;Longblades;2972.00;550.00 PED
Embra Laser Sword C1, Improved;Longblades;2972.00; 
Embra Laser Sword C1, Improved (L);Longblades;1891.00; 
Embra Quantum EnBlade (L);Longblades;448.00; 
Embra Spectral Enblade (L);Longblades;406.00; 
Embra Spectral EnBlade, E.L.M Edition (L);Longblades;1.00; 
Embra Spectral EnBlade, MM Edition (L);Longblades;1.00; 
Emik Enigma L1 (L);BLP;129.00;107.00%
Emik Enigma L1, CDF Edition (L);BLP;0.60; 
Emik Enigma L2;BLP;280.00;15000.00 PED
Emik Enigma L2 (L);BLP;143.00;116.00%
Emik Enigma L2, CDF Edition (L);BLP;0.60; 
Emik Enigma L3 (L);BLP;156.00;117.00%
Emik Enigma L3, CDF Edition (L);BLP;0.60; 
Emik Enigma L4;BLP;339.00;50000.00 PED
Emik Enigma L4 (L);BLP;239.00;110.00%
Emik Enigma L4, CDF Edition (L);BLP;0.80; 
Emik Enigma L4, E.L.M Edition (L);BLP;1.00; 
Emik Enigma L4, MM Edition (L);BLP;1.00; 
Emik Enigma L5 (L);BLP;267.00;110.00%
Emik Enigma L5, CDF Edition (L);BLP;1.00; 
Emik Enigma L6 (L);BLP;269.00;115.00%
Emik Enigma L6, CDF Edition (L);BLP;1.00; 
Emik S30;BLP;200.00; 
Emik S30 (L);BLP;5.20; 
Emik S50;BLP;1388.00; 
Emik S50 (L);BLP;45.00; 
Emik S60 (L);BLP;54.00; 
Emik S60, CDF Edition (L);BLP;0.40; 
Emik S60, E.L.M Edition (L);BLP;1.00;449.00%
Emik S60, MM Edition (L);BLP;1.00; 
Emik T10;BLP;7724.00;1900.00 PED
Emik T10 (L);BLP;250.00; 
Emik X0 (L);BLP;1.00;6100.00%
Emik X5;BLP;20542.00;0.00 PED
Emik X5 (L);BLP;455.00; 
Enkidd Dire S.1 (L);BLP;44.00; 
Enkidd Dire S.2 (L);BLP;44.00; 
Enkidd Dire S.3 (L);BLP;44.00; 
Enkidd Dire S.4 (L);BLP;49.00; 
Enkidd Dire S.5 (L);BLP;49.00; 
Enkidd Dire S.6 (L);BLP;49.00;110.00%
Enkidd Dire S.7 (L);BLP;49.00; 
Enkidd Dire S.8 (L);BLP;54.00; 
Enkidd Dire S.9 (L);BLP;54.00;110.00%
Enkidd Dire S.11 (L);BLP;54.00; 
Enkidd Dire S.12 (L);BLP;59.00; 
Enkidd Dire S.13 (L);BLP;64.00; 
Enkidd Fang S.1 (L);BLP;34.00; 
Enkidd Fang S.2 (L);BLP;34.00; 
Enkidd Fang S.3 (L);BLP;34.00; 
Enkidd Fang S.4 (L);BLP;39.00; 
Enkidd Fang S.5 (L);BLP;39.00; 
Enkidd Fang S.6 (L);BLP;39.00; 
Enkidd Fang S.7 (L);BLP;39.00; 
Enkidd Fang S.8 (L);BLP;44.00;110.00%
Enkidd Fang S.9 (L);BLP;44.00; 
Enkidd Fang S.10 (L);BLP;44.00; 
Enkidd Fang S.11 (L);BLP;44.00; 
Enkidd Fang S.12 (L);BLP;49.00; 
Enkidd Fang S.13 (L);BLP;54.00; 
Enkidd Howler Prototype;Gauss;35.00; 
Enkidd Howler S.1 (L);Gauss;45.00;0.00%
Enkidd Howler S.2 (L);Gauss;55.00;126.00%
Enkidd Howler S.3 (L);Gauss;75.00; 
Enkidd Howler S.4;Plasma;150.00;275.00 PED
Enkidd Howler S.5 (L);Gauss;90.00; 
Enkidd Series A-32 (L);Plasma;145.00; 
Enkidd Series A-41 (L);Plasma;150.00; 
Enkidd Series A-45 (L);Plasma;155.00; 
Enkidd Series A-50 (L);Plasma;160.00; 
Enkidd Series A-55 (L);Plasma;165.00; 
Enki's Blood Red Supremacy (L);Shortblades;200.00; 
Enki's Green Envy Rage (L);Shortblades;200.00; 
Enki's Ice Blue Revenge (L);Shortblades;200.00; 
Enki's Poison Purple Nemesis (L);Shortblades;200.00; 
Enki's Pure White Anger (L);Shortblades;200.00; 
Enki's Solar Orange Victory (L);Shortblades;200.00; 
Eraktor Abomination (L);Grenade;241.00; 
Eraktor Ekk 100 (L);Grenade;96.40;125.00%
Eraktor Ekk 200 (L);Grenade;115.00;122.00%
Eraktor Es 10 (L);Grenade;18.00;117.00%
Eraktor Es 20 (L);Grenade;32.00;119.00%
Eraktor Force (L);Grenade;201.00; 
Eraktor Impact (L);Grenade;241.00;136.93%
Eraktor Maximus (L);Grenade;220.00; 
Eron SoulCrusher;Plasma;300.00; 
Eron SoulGrinder;Plasma;450.00; 
Eron SoulReamer;Plasma;800.00; 
Eron SoulReaver;Plasma;145.00;750.00 PED
Eron SoulScreamer;Plasma;600.00; 
Eron SoulShredder;Plasma;150.00; 
Eron SoulSplitter;Plasma;280.00; 
EWE EP-1 Neutron (L);Laser;0.10; 
EWE EP-2 Proton (L);Laser;0.20;758.00%
EWE EP-10 Self Defense;Laser;13.00; 
EWE EP-10 Self Defense, SGA Edition;Laser;13.00; 
EWE EP-11 Self-Reliant;Laser;14.00; 
EWE EP-13 Galactica;Laser;15.00;3.50 PED
EWE EP-14 Nebula;Laser;20.00; 
EWE EP-14 Nebula, Mentor Edition;Laser;30.00; 
EWE EP-16 Protector;Laser;23.00;5.60 PED
EWE EP-17 Bodyguard;Laser;30.00;121.00 PED
EWE EP-17 Bodyguard, Mentor Edition;Laser;30.00;8.10 PED
EWE EP-17 Bodyguard, SGA Edition;Laser;30.00; 
EWE EP-21 Defender;Laser;50.00; 
EWE EP-21 Defender, Ancient, Improved;Laser;500.00;5000.00 PED
EWE EP-21 Defender, Improved;Laser;500.00;3500.00 PED
EWE EP-21 Defender, Improved, SGA Edition;Laser;500.00;4000.00 PED
EWE EP-22 Vanguard;Laser;60.00;30.00 PED
EWE EP-22 Vanguard, Mentor Edition;Laser;70.00; 
EWE EP-32 Enforcer;Laser;58.00; 
EWE EP-32 Enforcer, Ancient;Laser;58.00; 
EWE EP-32 Enforcer, SGA Edition;Laser;58.00;99.00 PED
EWE EP-33 Ultra Enforcer;Laser;65.00; 
EWE EP-35 Serenity;Laser;95.00;1200.00 PED
EWE EP-35 Serenity, SGA Edition;Laser;95.00; 
EWE EP-38 Night Special;Laser;96.00;10600.00 PED
EWE EP-38 Night Special, Augmented;Laser;383.00; 
EWE EP-40 Mercenary;Laser;77.00; 
EWE EP-40 Mercenary, Ancient, Modified;Laser;1500.00;150000.00 PED
EWE EP-40 Mercenary, Mentor Edition;Laser;80.00; 
EWE EP-40 Mercenary, Modified;Laser;1500.00;90000.00 PED
EWE EP-40 Mercenary, Modified (L);Laser;100.00; 
EWE EP-40 Mercenary, Modified, SGA Edition;Laser;1500.00;125000.00 PED
EWE EP-40 Mercenary, Modified, TWEN Edition;Laser;1500.00; 
EWE EP-41 Military;Laser;90.00;100.00 PED
EWE EP-41 Military, Adjusted;Laser;90.00;2950.00 PED
EWE EP-41 Military, SGA Edition;Laser;90.00; 
EWE EP-43 Guard;Laser;167.00; 
EWE EP-45 Hunter;Laser;105.00; 
EWE EP-45 Hunter, SGA Edition;Laser;105.00; 
EWE EP-50 Ranger;Laser;111.00;0.00 PED
EWE EP-51 Eomon (L);Laser;1.00;20000.00%
EWE EP-52 Dissolver (L);Laser;185.00;118.00%
EWE EP-52 Dissolver, CDF Edition (L);Laser;0.80; 
EWE EP-53 Submission (L);Laser;200.00;124.00%
EWE EP-53 Submission, CDF Edition (L);Laser;0.80; 
EWE EP-53 Submission, E.L.M Edition (L);Laser;1.00;12000.00%
EWE EP-53 Submission, MM Edition (L);Laser;1.00;23500.00%
EWE EP-53 Submission, RX Edition (L);Laser;1.00; 
EWE EP-54 Fury (L);Laser;208.00;121.00%
EWE EP-54 Fury, CDF Edition (L);Laser;0.80; 
EWE EP-57 Catalyzer;Laser;186.00; 
EWE EP-57 Catalyzer (L);Laser;186.00; 
EWE LC-100 Frontier;Laser;173.00;5000.00 PED
EWE LC-100 Frontier (L);Laser;73.00;119.00%
EWE LC-100 Frontier, CDF Edition (L);Laser;0.60; 
EWE LC-120 Purpose (L);Laser;85.60; 
EWE LC-120 Purpose, CDF Edition (L);Laser;0.60; 
EWE LC-150 Tactical (L);Laser;144.00;119.00%
EWE LC-150 Tactical, CDF Edition (L);Laser;0.60; 
EWE LC-200 Scout (L);Laser;182.70;3096.00%
EWE LC-200 Scout, CDF Edition (L);Laser;0.80; 
EWE LC-240 Recon (L);Laser;156.00;130.00%
EWE LC-240 Recon, CDF Edition (L);Laser;0.80; 
EWE LC-240 Recon, E.L.M Edition (L);Laser;1.00;8200.00%
EWE LC-240 Recon, MM Edition (L);Laser;1.00; 
EWE LC-240 Recon, RX Edition (L);Laser;1.00;20000.00%
EWE LC-300 Ambush;Laser;511.00;20000.00 PED
EWE LC-300 Ambush (L);Laser;253.00; 
EWE LC-300 Ambush, CDF Edition (L);Laser;1.00; 
EWE LC-340 Ranger (L);Laser;265.00;115.00%
EWE LC-340 Ranger, CDF Edition (L);Laser;1.00; 
EWE LC-350 Dissolver (L);Laser;312.00; 
EWE LC-350 Dissolver, CDF Edition (L);Laser;1.00; 
EWE LC-400 Submission (L);Laser;339.00; 
EWE LC-400 Submission, CDF Edition (L);Laser;1.00; 
EWE LC-500 Fury (L);Laser;345.00;110.00%
EWE LC-500 Fury, CDF Edition (L);Laser;1.00; 
EWE LC-625 Gleamer;Laser;256.00;95000.00 PED
