Name;Type;Max.TT;Markup
Isis LLP 30 (L);Laser;112.00; 
Isis LR32;Laser;6536.00; 
Isis LR32 (L);Laser;220.00; 
Isis LR32, Adjusted;Laser;6536.00; 
Isis LR32, Adjusted (L);Laser;587.00; 
Isis LR32, Improved;Laser;6544.00;4999.00 PED
Isis LR32, Improved (L);Laser;1643.00; 
Isis LR32, Modified;Laser;10676.00;2500.00 PED
Isis LR32, Modified (L);Laser;5807.00;116.00%
Isis LR41;Laser;7328.00; 
Isis LR41 (L);Laser;240.00; 
Isis LR48;Laser;8912.00;3500.00 PED
Isis LR48 (L);Laser;288.00; 
Isis LR53;Laser;10496.00; 
Isis LR53 (L);Laser;320.00; 
Isis LR53, Adjusted;Laser;10496.00; 
Isis LR53, Adjusted (L);Laser;631.00; 
Isis LR53, Improved (L);Laser;2041.00;24000.00%
Isis LR53, Modified;Laser;10496.00; 
Isis LR53, Modified (L);Laser;6307.00; 
Isis LR59;Laser;13268.00; 
Isis LR59 (L);Laser;350.00; 
Isis LR63;Laser;14852.00; 
Isis LR63 (L);Laser;388.00; 
Isis LR65 (L);Laser;477.00; 
Isis LR66 (L);Laser;547.00;125.00%
Isis LR68 (L);Laser;603.00; 
Isis LR78Pt (L);Laser;224.00; 
Isis Lr.47Ag (L);Laser; ; 
Isis LSB 1 (L);Shortblades;26.00; 
Isis LSB 2 (L);Shortblades;34.50; 
Isis LSB 3 (L);Shortblades;52.00; 
Isis LSB 4 (L);Shortblades;86.50; 
Isis LSB 6 (L);Shortblades;121.00;105.00%
Isis LSB 8 (L);Shortblades;138.00; 
Isis LSB 10 (L);Shortblades;164.00; 
Isis LSB 13 (L);Shortblades;198.00; 
Isis LSB 16 (L);Shortblades;233.00; 
Isis LSB 20 (L);Shortblades;259.00; 
Isis LSB 25 (L);Shortblades;292.00; 
Isis LSB 30 (L);Shortblades;326.00; 
Isis Project Zero-Eight (L);BLP;290.00;110.00%
Isis Project Zero-Eight, CDF Edition (L);BLP;1.00; 
Isis Project Zero-Five (L);BLP;201.00;140.00%
Isis Project Zero-Five, CDF Edition (L);BLP;0.80; 
Isis Project Zero-Four (L);BLP;170.00;133.00%
Isis Project Zero-Four, CDF Edition (L);BLP;0.60; 
Isis Project Zero-Nine (L);BLP;301.00;110.00%
Isis Project Zero-Nine, CDF Edition (L);BLP;1.00; 
Isis Project Zero-One (L);BLP;58.00; 
Isis Project Zero-One, CDF Edition (L);BLP;0.40; 
Isis Project Zero-Seven (L);BLP;243.00;110.00%
Isis Project Zero-Seven, CDF Edition (L);BLP;0.80; 
Isis Project Zero-Six (L);BLP;224.00;110.00%
Isis Project Zero-Six, CDF Edition (L);BLP;0.80; 
Isis Project Zero-Three;BLP;144.00; 
Isis Project Zero-Three (L);BLP;84.00;123.00%
Isis Project Zero-Three, CDF Edition (L);BLP;0.60; 
Isis Project Zero-Three, E.L.M Edition (L);BLP;1.00; 
Isis Project Zero-Three, MM Edition (L);BLP;1.00; 
Isis Project Zero-Two (L);BLP;69.00;113.00%
Isis Project Zero-Two, CDF Edition (L);BLP;0.40; 
Isis Project Zero-X (L);BLP;305.00;110.00%
Isis Project Zero-X, CDF Edition (L);BLP;1.00; 
Island Slicer (L);Longblades;15.00; 
Italian Switchblade 1;Shortblades;26.00; 
Jamjoom Annihilation (L);BLP;6.00; 
Jamjoom Massacre (L);BLP;10.00;122.36%
Jamjoom Wipeout (L);BLP;8.30; 
Jashonich AP;BLP;95.00; 
Jashonich FP;BLP;120.00; 
Jashonich MP;BLP;60.00; 
Jashonich SIF-A (L);BLP;303.00; 
Jashonich SIF-A, CDF Edition (L);BLP;1.00; 
Jashonich SIF-O (L);BLP;305.00; 
Jashonich SIF-O, CDF Edition (L);BLP;1.00; 
Jashonich SIF-S (L);BLP;300.00;103.00%
Jashonich SIF-S, CDF Edition (L);BLP;1.00; 
Jester D-1;Laser;4.50; 
Jester D-2;Laser;12.50; 
Jester D-3;Laser;45.00; 
Jester D-4 (L);Laser;69.00;110.02%
Jester D-5 (L);Laser;120.00;113.11%
Jester D-6 (L);Laser;199.00; 
Jester D-7 (L);Laser;219.00; 
Jimman Suite;BLP;162.00; 
Jonah's Wiles Destroyer (L);Laser;100.00; 
JUELZ MIC-Killa SG-1 (L);BLP;19.50; 
JUELZ MIC-Killa SG-2 (L);BLP;22.50; 
JUELZ MIC-Killa SG-3 (L);BLP;27.50;370.00%
JUELZ MIC-Killa SG-ULTRA (L);BLP;52.00; 
Jungle Knife (L);Shortblades;16.00; 
Kaiser-Graf HVMR-1;Gauss;135.00;2000.00 PED
Kaiser-Graf HVMR-1E (L);Gauss;172.00; 
Kaiser-Graf HVMR-2;Gauss;154.00; 
Kaiser-Graf HVMR-2, FEN Edition;Gauss;154.00; 
Kaiser-Graf HVMR-2, Improved;Gauss;5670.00; 
Kaiser-Graf HVMR-2E (L);Gauss; ; 
Kaminsky Barong I (L);Shortblades;291.00; 
Kaminsky Barong II (L);Shortblades;526.00; 
Karma Killer;Laser;99.00;60.00 PED
Karma Killer (L);Laser;150.00; 
Katsuichi Brilliance Retro (L);Longblades;138.00; 
Katsuichi Courage Retro (L);Longblades;157.00; 
Katsuichi Destiny Retro (L);Longblades;214.00; 
Katsuichi Determination;Longblades;123.00; 
Katsuichi Determination, Adjusted;Longblades;123.00; 
Katsuichi Determination, SGA Edition;Longblades;123.00; 
Katsuichi Glory Retro (L);Longblades;229.00; 
Katsuichi Honor;Longblades;79.00; 
Katsuichi Pride;Longblades;107.00; 
Katsuichi Resolve Retro (L);Longblades;252.00;101.96%
Katsuichi Splendor Retro (L);Longblades;270.00; 
Katsuichi Valor;Longblades;94.00; 
Kesmek Bett;Shortblades;10496.00; 
Kesmek Bett (L);Shortblades;1010.00;112.00%
Kesmek Bik (L);Shortblades;625.00; 
Kesmek Slo;Shortblades;2576.00; 
Kesmek Slo (L);Shortblades;355.00; 
Kesmek Slo, Mentor Edition;Shortblades;121.00; 
Kesmek Vass;Shortblades;7328.00; 
Kesmek Vass (L);Shortblades;760.00; 
Keyworks Unity, TWEN Edition;Clubs;200.00; 
Khorum Ice Dagger;Shortblades;90.00;6175.00 PED
Kilic Kek;Longblades;4160.00; 
Kilic Kek (L);Longblades;810.00; 
Kilic Kex (L);Longblades;66.00; 
Kilic Kwel (L);Longblades;120.00; 
Kilic Mak (L);Longblades;54.00; 
Kilic Rex;Longblades;226.00; 
Kilic Rex (L);Longblades;146.00; 
Kilic Vass;Longblades;7328.00; 
Kilic Vass (L);Longblades;1220.00; 
Kilic Vix (L);Longblades;95.00; 
Killed By Death Axe (L);Axes;101.00; 
Killed by Death Axe (L) Brutal;Axes;111.00;1600.00%
Killed By Death Axe (L) Custom;Axes;143.00; 
Killian Broadsword;Longblades;45.00; 
Killian Broadsword G2;Longblades;60.00; 
Killian Longsword;Longblades;27.50; 
Killian Longsword G2;Longblades;35.00; 
Killian Longsword G3;Longblades;37.00; 
Killian Sword;Longblades;18.00; 
Killian Sword G2;Longblades;22.00; 
Kinetic Attack Chip 1 (L);Electric;6.00; 
Kinetic Attack Chip 2 (L);Electric;12.50;120.00%
Kinetic Attack Chip 3 (L);Electric;27.00;115.00%
Kinetic Attack Chip 4 (L);Electric;39.00; 
Kinetic Attack Chip 5 (L);Electric;49.00;108.00%
Kinetic Attack Chip 6 (L);Electric;55.50; 
Kinetic Attack Chip 7 (L);Electric;64.50; 
Kinetic Attack Chip 8 (L);Electric;71.50;120.00%
Kinetic Attack Nanochip 1;Electric;12.00; 
Kinetic Attack Nanochip 1 (L);Electric;6.00; 
Kinetic Attack Nanochip 2;Electric;25.00; 
Kinetic Attack Nanochip 2 (L);Electric;12.50;130.00%
Kinetic Attack Nanochip 3;Electric;54.00; 
Kinetic Attack Nanochip 3 (L);Electric;27.00; 
Kinetic Attack Nanochip 4;Electric;78.00; 
Kinetic Attack Nanochip 4 (L);Electric;39.00; 
Kinetic Attack Nanochip 5;Electric;97.50; 
Kinetic Attack Nanochip 5 (L);Electric;49.00; 
Kinetic Attack Nanochip 5, TEN Edition;Electric;100.00; 
Kinetic Attack Nanochip 6;Electric;110.00; 
Kinetic Attack Nanochip 6 (L);Electric;55.50; 
Kinetic Attack Nanochip 7;Electric;128.00; 
Kinetic Attack Nanochip 7 (L);Electric;64.50;104.00%
Kinetic Attack Nanochip 8;Electric;142.00;1800.00 PED
Kinetic Attack Nanochip 8 (L);Electric;71.50; 
Kinetic Attack Nanochip 9;Electric;161.00; 
Kinetic Attack Nanochip 9 (L);Electric;81.00; 
Kinetic Attack Nanochip 10;Electric;166.00; 
Kinetic Attack Nanochip 10 (L);Electric;83.00; 
Kinetic Attack Nanochip 11;Electric;173.00; 
Kinetic Attack Nanochip 11 (L);Electric;87.00; 
Kinetic Attack Nanochip 12 (L);Electric;90.00; 
Kinetic Attack Nanochip 13 (L);Electric;94.00; 
Kinetic Attack Nanochip 15 (L);Electric;106.00; 
Kinetic Attack Nanochip 15, FEN Edition;Electric;106.00; 
Kinetic Strike Chip 1 (L);Electric;51.00; 
Kinetic Strike Chip 2 (L);Electric;53.00;110.00%
Kinetic Strike Chip 3 (L);Electric;55.00;110.00%
Kinetic Strike Chip 4 (L);Electric;58.00;120.00%
Kinetic Strike Chip 5 (L);Electric;61.00; 
Kinetic Strike Nanochip (L);Electric;51.00; 
King Kong Golden Tommy Gun;BLP;72.00; 
King Kong Snub-L60 (L);BLP;80.00; 
King Kong Snub-L80 (L);BLP;94.00; 
King Kong Snubnose;BLP;44.00; 
King Kong Snubnose (L);BLP;44.00; 
King Kong Snub-U60;BLP;160.00; 
King Kong Snub-U80;BLP;188.00; 
King Kong TG-Elite;BLP;372.00; 
King Kong TG-L60 (L);BLP;144.00; 
King Kong TG-L80 (L);BLP;168.00; 
King Kong TG-U60;BLP;288.00; 
King Kong TG-U80;BLP;336.00; 
King Kong Tommy Gun (L);BLP;72.00; 
King Kong Tommy SE;Laser; ; 
King's Sceptre 2012;Clubs;213.00; 
King's Sceptre;Clubs;213.00; 
Kismet Chamrosh V1 (L);Laser;17.00; 
Kismet Chamrosh V2 (L);Laser;32.00;0.00%
Kismet Light Laser (L);Laser;30.00;148.00%
Kismet Light Laser V2 (L);Laser;30.00; 
Kismet Light Laser V3 (L);Laser;30.00; 
Kismet Simurgh V1 (L);Laser;29.00; 
Knight Sword;Longblades;233.00; 
Korss H350;Laser;2972.00;180.00 PED
Korss H350 (L);Laser;76.30; 
Korss H380 (L);Laser;102.70; 
Korss H400;Laser;127.00; 
Korss H400 (L);Laser;177.00; 
Korss H400, Adjusted (L);Laser;912.00; 
Korss H400, Improved (L);Laser;1983.00; 
Korss H400, Modified (L);Laser;5430.00;111.00%
Kriegerum G.1 Gauss Rifle;Gauss;4556.00; 
Kriegerum G.1 Gauss Rifle (L);Gauss;278.00; 
Kriegerum G.2 Gauss Rifle (L);Gauss;301.00; 
Kriegerum G.2 Gauss Rifle, Customized (L);Gauss;465.00; 
Kriegerum Mayhem G.2 Gauss Rifle, Perfected;Gauss;300.00; 
Krulsh BP1 (L);BLP;9.25; 
Krulsh BP4 (L);BLP;25.50; 
Kulokhar Glacier Sword;Longblades;100.00; 
L/Murdand Groover;Laser;35.00; 
L/Murdand Styler;Laser;80.00; 
Labrys;Axes;14.00;200.00 PED
Lacerating Attack Chip 1 (L);Cryogenic;5.50;108.00%
Lacerating Attack Chip 2 (L);Cryogenic;8.00; 
Lacerating Attack Chip 3 (L);Cryogenic;12.00; 
Lacerating Attack Chip 4 (L);Cryogenic;16.00; 
Lacerating Attack Chip 5 (L);Cryogenic;21.00; 
Lacerating Attack Chip 6 (L);Cryogenic;26.50; 
Lacerating Attack Chip 6, Mentor Edition;Cryogenic;63.00; 
Lacerating Attack Chip 7 (L);Cryogenic;32.00; 
Lacerating Attack Chip 8 (L);Cryogenic;38.00;107.00%
Lacerating Attack Nanochip 1;Cryogenic;10.50; 
Lacerating Attack Nanochip 1 (L);Cryogenic;5.50;151.00%
Lacerating Attack Nanochip 2;Cryogenic;16.00;399.93 PED
Lacerating Attack Nanochip 2 (L);Cryogenic;8.00;120.00%
Lacerating Attack Nanochip 3;Cryogenic;24.00; 
Lacerating Attack Nanochip 3 (L);Cryogenic;12.00;108.33%
Lacerating Attack Nanochip 4;Cryogenic;32.00; 
Lacerating Attack Nanochip 4 (L);Cryogenic;16.00;110.00%
Lacerating Attack Nanochip 5;Cryogenic;41.00; 
Lacerating Attack Nanochip 5 (L);Cryogenic;21.00;110.00%
Lacerating Attack Nanochip 5, TEN Edition;Cryogenic;46.00;1000.00 PED
Lacerating Attack Nanochip 6;Cryogenic;53.00; 
Lacerating Attack Nanochip 6 (L);Cryogenic;26.50;110.00%
Lacerating Attack Nanochip 7;Cryogenic;64.00; 
Lacerating Attack Nanochip 7 (L);Cryogenic;32.00; 
Lacerating Attack Nanochip 8;Cryogenic;76.00; 
Lacerating Attack Nanochip 8 (L);Cryogenic;38.00; 
Lacerating Attack Nanochip 9 (L);Cryogenic;45.00; 
Lacerating Attack Nanochip 10;Cryogenic;108.00; 
Lacerating Attack Nanochip 10 (L);Cryogenic;54.00;120.00%
Lacerating Attack Nanochip 11;Cryogenic;126.00; 
Lacerating Attack Nanochip 11 (L);Cryogenic;63.00;120.00%
Lacerating Attack Nanochip 12 (L);Cryogenic;66.00; 
Lacerating Attack Nanochip 13 (L);Cryogenic;72.00; 
Lacerating Attack Nanochip 13, FEN Edition;Cryogenic;72.00; 
Lacerating Strike Chip 1 (L);Cryogenic;32.00; 
Lacerating Strike Chip 2 (L);Cryogenic;34.00; 
Lacerating Strike Chip 3 (L);Cryogenic;36.50;120.00%
Lacerating Strike Nanochip (L);Cryogenic;32.00; 
Laconian Sword;Longblades;8.00; 
Laganaus Arms Personal Cannon;BLP;85.00;5000.00 PED
Laganaus Arms Personal Cannon, Adjusted;BLP;900.00;506.00 PED
Laganaus Arms Personal Cannon, SGA Edition;BLP;85.00; 
Large Thorifoid Battle Spike Club;Clubs;543.00; 
Laserfaust PK-44 Outlaw (L);Laser;390.00; 
Laserfaust PK-51 Bandit (L);Laser;450.00; 
Laserfaust PK-68 Marauder (L);Laser;580.00;200.00%
Laserfaust SL-G 10 (L);Laser;420.00; 
Legendary Road Crew Axe (L);Axes;63.00; 
Leoi Shock Dagger;Shortblades;110.00; 
Leonis Special Edition (L);BLP;106.00; 
Leonis Special Edition, CDF Edition (L);BLP;0.60; 
Liberator (L);Laser;61.00;155.00%
Lichter Carbine;Plasma;66.00; 
Lichter Hunting Carbine;Plasma;76.00; 
Lokabhu Electrifier Sword;Longblades;120.00; 
Loughlin Cutter One;Longblades;556.00; 
Loughlin Cutter One (L);Longblades;35.00; 
Loughlin Cutter Three;Longblades;2564.00; 
Loughlin Cutter Three (L);Longblades;128.00;107.81%
Loughlin Cutter Two;Longblades;2022.00; 
Loughlin Cutter Two (L);Longblades;111.00; 
Loughlin Masher One;Clubs;200.00; 
Loughlin Masher One (L);Clubs;98.00;169.18%
Loughlin Masher One, SGA Edition (L);Clubs;98.00; 
Loughlin Masher Two;Clubs;1744.00; 
Loughlin Masher Two (L);Clubs;156.30;106.85%
Loughlin Scratcher One;Shortblades;556.00; 
Loughlin Scratcher One (L);Shortblades;34.35; 
Loughlin Scratcher Two;Shortblades;1788.00; 
Loughlin Scratcher Two (L);Shortblades;46.70; 
Loughlin Smacker One;Power Fist;556.00; 
Loughlin Smacker One (L);Power Fist;25.60;112.00%
Loughlin Smacker Three;Power Fist;3052.00; 
Loughlin Smacker Three (L);Power Fist;78.90; 
Loughlin Smacker Two;Power Fist;1864.00; 
Loughlin Smacker Two (L);Power Fist;39.40; 
Lunchbox's Wrath (L);BLP;106.00;104.00%
M2100;Laser;2.20;150000.00 PED
Machete (L);Longblades;15.00; 
Machine Pistol Silenced mk I (L);Laser;9.25; 
Machine Pistol Silenced mk II (L);Laser;12.00;0.00%
Machine Pistol Silenced mk III (L);Laser;15.00; 
Machine Pistol Silenced mk IV (L);Laser;25.50;115.00%
Machine Pistol Silenced mk IX (L);Laser;62.00; 
Machine Pistol Silenced mk V (L);Laser;31.00; 
Machine Pistol Silenced mk VI (L);Laser;37.00; 
Machine Pistol Silenced mk VII (L);Laser;43.00; 
Machine Pistol Silenced mk VIII (L);Laser;55.00;111.84%
Machine Pistol Silenced mk XII (L);Laser;93.00; 
MacMahon Instant Karma (L);Laser;293.00; 
MacMahon Instant Karma, CDF Edition (L);Laser;1.00; 
MacMahon Redeemer (L);Laser;283.00; 
MacMahon Redeemer, CDF Edition (L);Laser;1.00; 
MacMahon Vengeance;Laser;355.00;25000.00 PED
