Name;Type;Max.TT;Markup
MarCorp Kallous-5, RX Edition (L);Laser;1.00; 
MarCorp Kallous-6 (L);Laser;67.00;130.00%
MarCorp Kallous-6, CDF Edition (L);Laser;0.40; 
MarCorp Kallous-7;Laser;64.60;14000.00 PED
MarCorp Kallous-7 (L);Laser;64.60; 
MarCorp Kallous-7, CDF Edition (L);Laser;0.60; 
Marked Combat Knife (L);Shortblades;750.00; 
Marked Flamethrower (L);BLP;150.00;115.00%
Marked HK 1675 (L);Laser;150.00; 
Marked Psy-Sword (L);Longblades;1250.00; 
Marked Scorpion (L);Laser;125.00; 
Mar-Lighter Davidov;Laser;60.00; 
Mar-Peeker Davidov;Laser;25.00; 
Mar-Spark Davidov;Laser;45.00; 
Master Guards Spiked Club;Clubs;880.00; 
Master Guards Spiked Club (L);Clubs;274.00; 
Mature Argonaut's Claws (L);Power Fist;155.00; 
Mawlood Graduate;Laser;7.00; 
Mawlood Graduate (L);Laser;7.00;200.00%
Mawlood Recruit Eagle (L);Laser;0.09;1111.11%
Mawlood Recruit Hawk (L);Laser;0.70;285.00%
Mayhem Arsonistic Chip 15;Pyro;200.00; 
Mayhem Electric Attack Nanochip 15, Perfected;Electric;146.00; 
Mayhem Force Mace Basher, Improved;Clubs;1000.00;21000.00 PED
Mayhem Nano-Blade;Longblades;1000.00; 
Mayhem Nano-Blade, Modified;Longblades;1000.00;0.00 PED
Mayhem Scintillator Azure;Laser;42.00;12.00 PED
Mayhem Scintillator Cobalt;Laser;78.00; 
Mayhem Scintillator Heliotrope;Laser;116.00; 
Mayhem Scintillator Viridian;Laser;140.00; 
Maze Hammer;Clubs;5.00; 
Meckel & Loch ML-35;BLP;230.00;7806.00 PED
Meckel & Loch ML-35, Adjusted;BLP;230.00; 
Meckel & Loch ML-35, Mentor Edition;BLP;230.00; 
Meckel & Loch ML-35, Modified;BLP;7800.00; 
Meckel & Loch ML-35, SGA Edition;BLP;230.00; 
Meckel & Loch ML-35, TWEN Edition;BLP;230.00; 
Meckel & Loch ML-45;BLP;298.00;3000.00 PED
Meckel & Loch ML-45, Improved;BLP;318.00; 
Meckel & Loch ML-65 (L);BLP;244.00; 
Meckel & Loch PSG-45 Sniper;BLP;585.00;60014.00 PED
Megingjord Turret Mk1 (C,L);BLP;37.00; 
Mez-1 EnergyGlove;Power Fist;35.00;230.00 PED
Microdot Majere's BFK (L);Shortblades;162.00; 
Mir-1 EnergyGlove;Power Fist;14.00;300.00 PED
Mir-2 EnergyGlove;Power Fist;17.50;300.00 PED
Mirath Fatal Shot (L);Laser;70.00;100.00%
Mirath Long Shot (L);Laser;70.00;117.43%
Mirath Sharp Shot (L);Laser;70.00;111.80%
Modec VXT 100 (L);Laser;0.96; 
Modec VXT 300 (L);Laser;31.00;131.75%
Modec VXT 700 (L);Laser;29.00;137.00%
Modec VXT 900 (L);Laser;63.00; 
Monria Boxing Gloves 12oz Lightweight (F,L);Power Fist;15.00; 
Monria Boxing Gloves 12oz Lightweight (M,L);Power Fist;15.00; 
Monria Boxing Gloves 18oz Lightweight (F,L);Power Fist;22.50; 
Monria Boxing Gloves 18oz Lightweight (M,L);Power Fist;22.50; 
Monria Boxing Gloves 36oz Middleweight (F,L);Power Fist;45.00; 
Monria Boxing Gloves 36oz Middleweight (M,L);Power Fist;45.00; 
Monria Boxing Gloves 54oz Middleweight (F,L);Power Fist;67.50; 
Monria Boxing Gloves 54oz Middleweight (M,L);Power Fist;67.50; 
Monria Boxing Gloves 70oz Heavyweight (F,L);Power Fist;75.00; 
Monria Boxing Gloves 70oz Heavyweight (M,L);Power Fist;75.00; 
Monria Boxing Gloves 90oz Heavyweight (F,L);Power Fist;112.50; 
Monria Boxing Gloves 90oz Heavyweight (M,L);Power Fist;112.50; 
Montgomery Anabolic;Laser;4160.00;1800.00 PED
Montgomery Anabolic (L);Laser;198.00; 
Montgomery Anabolic (L) Adapted;Laser;893.00; 
Montgomery Diabolic;Laser;5110.00;12000.00 PED
Montgomery Diabolic (L);Laser;245.00; 
Moonshine PBP-32 (L);BLP;39.00; 
Moonshine PBP-62 (L);BLP;181.00; 
Moonshine PBR-32 (L);BLP;61.10; 
Moonshine PBR-62 (L);BLP;307.00; 
Moonshine PLP-32 (L);Laser;45.00; 
Moonshine PLP-62 (L);Laser;182.50; 
Moonshine PLR-32 (L);Laser;75.00; 
Moonshine PLR-62 (L);Laser;456.00; 
Mothership Gun Turret (L);Laser; ; 
M-Ray 1000 Laser Pistol;Laser;17.30; 
M-Ray 1000 Laser Pistol (L);Laser;17.30; 
M-Ray 2000 Laser Pistol (L);Laser;29.75; 
MRL AV30 (L);Rocket;72.10; 
Mux-1 EnergyGlove;Power Fist;19.95;320.00 PED
Mux-2 EnergyGlove;Power Fist;27.50;5.00 PED
Naglfar Anti Air Cannon Mk1 (L);BLP;29.00; 
Naglfar Turret Mk. 1 (C,L);Rocket;31.00; 
Nano Dai-Katana (L);Longblades;356.00; 
Nano Dai-Katana, SGA Edition;Longblades;356.00; 
Nano Katana;Longblades;7328.00; 
Nano Katana (L);Longblades;302.00; 
Newlander Knife (L);Shortblades;11.00; 
NI Basic Longblade (L);Longblades;15.00; 
NIP;Laser;3.80; 
NIP P1 (L);Laser;12.00; 
NIP P2 (L);Laser;27.00; 
NIP P3 (L);Laser;70.00; 
NIP P4 (L);Laser;104.00; 
NIP P5 (L);Laser;150.00; 
Noob Club (L);Clubs;5.00;0.00%
Nuskha Contribution (L);Longblades;260.00; 
Oblivion Protocol GR-60;Gauss;125.00; 
Oblivion Protocol GR-110;Gauss;225.00; 
Oblivion Protocol OC-20;Club; ; 
Oblivion Protocol OC-110;Clubs;225.00; 
Oblivion Protocol PF-20;Power Fist;45.00; 
Oblivion Protocol PF-60;Power Fist;125.00; 
Oblivion Protocol PR-20;Plasma;45.00; 
Oblivion Protocol PR-60;Plasma;125.00; 
Oblivion Protocol TC-20;Club;45.00; 
Oblivion Protocol TC-60;Clubs;125.00; 
Odin;Laser;155.00; 
Old Jack's Nimble HK (L);Laser;100.00; 
Old Pirates Pistol (L);BLP;25.50; 
Omegaton ASG-1 Pig;BLP;165.00; 
Omegaton ASG-2 Swine Deluxe;BLP;223.00;15000.00 PED
Omegaton ASG-2 Swine Deluxe, TWEN Edition;BLP;500.00; 
Omegaton ASG-3 Warthog;BLP;678.00;1400.00 PED
Omegaton ASG-3 Warthog, Adjusted;BLP;678.00;10000.00 PED
Omegaton ASG-3 Warthog, SGA Edition;BLP;254.00; 
Omegaton ASG-4 Wildboar (L);BLP;52.00; 
Omegaton ASG-12 Bucketful;BLP;176.00; 
Omegaton ASG-12 Bucketful (L);BLP;176.00;138.00%
Omegaton ASG-12 Bucketful, CDF Edition (L);BLP;0.80; 
Omegaton ASG-12 Fletcher (L);BLP;185.00;110.00%
Omegaton ASG-12 Fletcher, CDF Edition (L);BLP;0.80; 
Omegaton ASG-12 Fragfire (L);BLP;389.00; 
Omegaton ASG-12 Fragfire, CDF Edition (L);BLP;1.00; 
Omegaton Bur Ning (L);Shortblades;230.00; 
Omegaton C-80, BGH;Laser;200.00; 
Omegaton C-80, BGH (L);laser;200.00; 
Omegaton C-120, BGH;Laser;200.00; 
Omegaton C-120, BGH (L);Laser;200.00; 
Omegaton Caus Tik (L);Longblades;310.00; 
Omegaton Chillwind (L);Shortblades;269.00; 
Omegaton Flashfire;Shortblades;12080.00; 
Omegaton Flashfire (L);Shortblades;203.00; 
Omegaton Flashfire, SGA Edition (L);Shortblades;203.00; 
Omegaton Frostbite (L);Longblades;365.00; 
Omegaton Full Spectrum Sword (L);Longblades;388.00; 
Omegaton Igni L1000;Laser;148.00; 
Omegaton Igni L1000 (L);Laser;78.00;115.00%
Omegaton Igni L1000, CDF Edition (L);Laser;0.60; 
Omegaton Igni L1010 (L);Laser;88.00; 
Omegaton Igni L1010, CDF Edition (L);Laser;0.60; 
Omegaton Igni L1011 (L);Laser;97.00;140.00%
Omegaton Igni L1011, CDF Edition (L);Laser;0.60; 
Omegaton Igni L1011, MM Edition (L);Laser;1.00; 
Omegaton Igni L1011, RX Edition (L);Laser;1.00;13500.00%
Omegaton Igni L1100 (L);Laser;122.00;132.00%
Omegaton Igni L1100, CDF Edition (L);Laser;0.60; 
Omegaton Igni L1100E;Laser;160.00; 
Omegaton Igni L1100E (L);Laser;160.00;130.00%
Omegaton Igni L1100E, CDF Edition (L);Laser;0.80; 
Omegaton Igni L1200 (L);Laser;214.00; 
Omegaton Igni L1200, CDF Edition (L);Laser;1.00; 
Omegaton Igni L1210 (L);Laser;216.00;115.00%
Omegaton Igni L1210, CDF Edition (L);Laser;1.00; 
Omegaton Igni L2000 (L);Laser;231.00; 
Omegaton Igni L2000, CDF Edition (L);Laser;1.00; 
Omegaton Igni L2020 (L);Laser;233.00; 
Omegaton Igni L2020, CDF Edition (L);Laser;1.00; 
Omegaton Jupiter (L);Longblades;339.00; 
Omegaton Kaleidoscopic Nightmare (L);Shortblades;283.00; 
Omegaton Lightning Dagger (L);Shortblades;251.00; 
Omegaton M61A5;Laser;250.00; 
Omegaton M61A5, Adjusted;Laser;320.00;10000.00 PED
Omegaton M71A1;Laser;240.00; 
Omegaton M71A2;Laser;280.00;4100.00 PED
Omegaton M71A2, Ancient;Laser;280.00; 
Omegaton M71A2, Modified;Laser;15000.00; 
Omegaton M83 Predator;Laser;345.00;52000.00 PED
Omegaton M83 Predator (L);Laser;245.00; 
Omegaton M83 Predator, CDF Edition (L);Laser;1.00; 
Omegaton M87 Prowler (L);Laser;312.00; 
Omegaton M87 Prowler, CDF Edition (L);Laser;1.00; 
Omegaton M91 Stalker (L);Laser;356.00; 
Omegaton M91 Stalker, Augmented;Laser;560.00; 
Omegaton M91 Stalker, CDF Edition (L);Laser;1.00; 
Omegaton M2100;Laser;2.20;500.00 PED
Omegaton M2100A1 (L);Laser;3.00;100.00%
Omegaton M2200;Laser;2.00; 
Omegaton M2201;Laser;3.00;500.00 PED
Omegaton M2201A1;Laser;6.00; 
Omegaton M2722;Laser;33.00;109.00 PED
Omegaton M2722, Adjusted;Laser;250.00; 
Omegaton M2725, Mentor Edition;Laser;33.00; 
Omegaton M2732;Laser;38.00;119.00 PED
Omegaton M2732A1;Laser;45.00; 
Omegaton M2870;Laser;66.00; 
Omegaton M2870, Ancient (range 38.5);Laser;66.00; 
Omegaton M2870, Ancient (range 55.0);Laser;66.00; 
Omegaton M2870, Improved;Laser;1350.00;25000.00 PED
Omegaton M2870, Improved, SGA Edition;Laser;1350.00;40000.00 PED
Omegaton M2870, Improved, TWEN Edition;Laser;1350.00; 
Omegaton M2875;Laser;89.00; 
Omegaton M2890;Laser;110.00; 
Omegaton M2910;Laser;160.00; 
Omegaton M2930;Laser;175.00; 
Omegaton M2930, Mentor Edition;Laser;175.00; 
Omegaton Mayhem Power Claw Cleaver, Modified;Power Fist;1000.00; 
Omegaton Neptune (L);Shortblades;350.00; 
Omegaton Neptune, MM Edition (L);Shortblades;1.00; 
Omegaton Power Claw, Mentor Edition;Power Fist;127.00; 
Omegaton Power Claw Cleaver (L);Power Fist;175.00; 
Omegaton Power Claw Piercer (L);Power Fist;99.00; 
Omegaton Power Claw Stabber (L);Power Fist;137.00; 
Omegaton Prismatic Enblade (L);Shortblades;410.00; 
Omegaton Saturn (L);Shortblades;398.00;1400.00%
Omegaton Sunstorm (L);Longblades;271.00; 
Omegaton Z1001;BLP;60.00; 
Omegaton Z1002;BLP;92.00;25.00 PED
Omegaton Z1002A1;BLP;103.00; 
Omegaton Z1002A1, Ancient;BLP;103.00; 
Omegaton Z1101;BLP;115.00; 
Omegaton Z1102;BLP;130.00; 
OmegaTrek P36 (L);Laser;171.00; 
OmegaTrek P41 (L);Laser;190.00; 
OmegaTrek P46 (L);Laser;240.00;127.00%
OmegaTrek P52 (L);Laser; ; 
Omicron Sticky Launcher;Grenade;10.00; 
Oompa Jaw Breaker (L);Clubs;87.00; 
Oompa Skull Crusher (L);Clubs;124.00; 
Ophidian Blade B-100 (L);Longblades;15.00; 
Ophidian Blade M1 (L);Longblades;15.00;0.00%
Ophidian Blade M2 (L);Longblades;28.00; 
Ophidian Blade M3 (L);Longblades;36.00; 
Ophidian Blade M4 (L);Longblades;42.00; 
Orgasmatron Axe (L);Axes;158.00; 
Orgasmatron Axe (L) Brutal;Axes;189.00; 
Ozpyn BP S1X1;BLP;30.00; 
Ozpyn BP S1X2;BLP;85.00; 
Ozpyn BP S1X3;BLP;110.00; 
Ozpyn BP S1X4;BLP;175.00; 
Ozpyn BPX - P1 (L);BLP;9.25; 
Ozpyn BPX - P2 (L);BLP;12.00; 
Ozpyn BPX - P3 (L);BLP;15.50; 
Ozpyn BPX - P4 (L);BLP;25.50; 
Ozpyn BPX - P5 (L);BLP;31.00;108.00%
Ozpyn BPX - P6 (L);BLP;37.00; 
Ozpyn BPX - P7 (L);BLP;43.00; 
Ozpyn BPX - P8 (L);BLP;55.00;100.00%
Ozpyn BPX - P9 (L);BLP;62.00;110.00%
Ozpyn BPX - P11 (L);BLP;83.00; 
Ozpyn BPX - P12 (L);BLP;93.00; 
Ozpyn BRS - P1 (L);BLP;11.00; 
Ozpyn BRS - P2 (L);BLP;19.50; 
Ozpyn BRS - P3 (L);BLP;25.00; 
Ozpyn BRS - P4 (L);BLP;32.00; 
Ozpyn BRS - P5 (L);BLP;40.00;109.60%
Ozpyn BRS - P6 (L);BLP;51.00; 
Ozpyn BRS - P7 (L);BLP;56.00;600.00%
Ozpyn BRS - P8 (L);BLP;65.00; 
Ozpyn BRS - P9 (L);BLP;74.00; 
Ozpyn BRS - P11 (L);BLP;102.00;100.00%
Ozpyn BRS - P12 (L);BLP;110.00; 
Ozpyn Chon S1X1;Laser;10.00; 
Ozpyn HK S1X1;Laser;175.00;2500.00 PED
Ozpyn Infused Blade Mk. I (L);Shortblades;26.00; 
Ozpyn Infused Blade Mk. II (L);Shortblades;34.50; 
Ozpyn Infused Blade Mk. III (L);Shortblades;52.00; 
Ozpyn Infused Blade Mk. IV (L);Shortblades;86.50; 
Ozpyn Infused Blade Mk. IX (L);Shortblades;233.00; 
Ozpyn Infused Blade Mk. V (L);Shortblades;121.00; 
Ozpyn Infused Blade Mk. X (L);Shortblades;259.00; 
Ozpyn LPX-P1 (L);Laser;8.00; 
Ozpyn LPX-P2 (L);Laser;12.25; 
Ozpyn LPX-P3 (L);Laser;14.00; 
Ozpyn LPX-P4 (L);Laser;21.00; 
Ozpyn LPX-P5 (L);Laser;29.00; 
Ozpyn LPX-P6 (L);Laser;33.00; 
Ozpyn LPX-P7 (L);Laser;38.50;100.00%
Ozpyn LPX-P8 (L);Laser;56.00;100.00%
Ozpyn LPX-P9 (L);Laser;66.00;115.00%
Ozpyn LPX-P10 (L);Laser;81.00; 
Ozpyn LPX-P11 (L);Laser;90.00; 
Ozpyn LPX - P12 (L);Laser;112.00; 
Ozpyn LR S1X1;Laser;10.00; 
Ozpyn LR S1X3;Laser;80.00;300.00 PED
Ozpyn LR S1X4;Laser;1000.00; 
Ozpyn LRS - P1 (L);Laser;10.50; 
Ozpyn LRS - P2 (L);Laser;19.50; 
Ozpyn LRS - P3 (L);Laser;25.00; 
Ozpyn LRS - P4 (L);Laser;34.50;150.00%
Ozpyn LRS - P8 (L);Laser;85.00; 
Ozpyn LRS - P9 (L);Laser;93.00; 
Ozpyn LRS - P10 (L);Laser;110.00; 
Ozpyn RLB S1X1;Longblades;900.00; 
Ozpyn RLB S1X2;Longblades;1025.00; 
Ozpyn RSB S1X1;Shortblades;300.00;180.00 PED
Ozpyn RSB S1X2;Shortblades;725.00;475.00 PED
Ozpyn Tempered Sword Mk. I (L);Longblades;80.00;100.00%
Ozpyn Tempered Sword Mk. II (L);Longblades;95.50; 
Ozpyn Tempered Sword Mk. III (L);Longblades;122.00; 
Ozpyn Tempered Sword Mk. IV (L);Longblades;156.00;103.44%
Ozpyn Tempered Sword Mk. IX (L);Longblades;440.00; 
Ozpyn Tempered Sword Mk. V (L);Longblades;199.00; 
Ozpyn Tempered Sword Mk. VI (L);Longblades;260.00; 
Ozpyn Tempered Sword Mk. VII (L);Longblades; ; 
Ozpyn Tempered Sword Mk. VIII (L);Longblades;380.00; 
Ozpyn Tempered Sword Mk. X (L);Longblades;491.00; 
Ozpyn Tempered Sword Mk. XI (L);Longblades;559.00; 
Ozpyn Ying S1X2 (L);BLP;30.00; 
Ozpyn Ying S1X3 (L);BLP;40.00; 
Ozutsu Ichi (L);BLP;51.00; 
P.I.G - 1;BLP;160.00; 
Philosopher's Sword;Longblades;66.00;350.00 PED
Photonic Mayhem P1 (L);Laser;7.85; 
Photonic Mayhem P2 (L);Laser;14.85; 
Photonic Mayhem P3 (L);Laser;19.40; 
Photonic Mayhem P4 (L);Laser;25.60;0.00%
Photonic Mayhem P5 (L);Laser;35.50; 
Photonic Mayhem P6 (L);Laser;45.40; 
Photonic Mayhem P7 (L);Laser;50.75; 
Photonic Mayhem R1 (L);Laser;9.30;130.70%
Photonic Mayhem R2 (L);Laser;16.50;300.00%
Photonic Mayhem R3 (L);Laser;22.70;170.70%
Photonic Mayhem R4 (L);Laser;28.90;149.78%
Photonic Mayhem R5 (L);Laser;39.60; 
Photonic Mayhem R6 (L);Laser;52.00; 
Photonic Mayhem R7 (L);Laser;60.25; 
Pickaxe PA-22 (L);Clubs;100.00; 
Pickaxe PA-27 (L);Clubs;225.00; 
Pickaxe PA-32 (L);Clubs;250.00; 
Pickaxe PA-37 (L);Clubs;270.00; 
Pilot Pistol Rank 1 (L);Laser;12.00;125.00%
Pilot Pistol Rank 3 (L);Laser;45.00; 
Piron PBP-0 (L);BLP;1.40;217.00%
Piron PBP-2 (L);BLP;5.10;113.00%
Piron PBP-7 (L);BLP;8.70; 
Piron PBP-10;BLP;85.00;500.00 PED
Piron PBP-12 (L);BLP;20.00; 
Piron PBP-15;BLP;148.00; 
Piron PBP-17 (L);BLP;25.00;113.91%
Piron PBP-20;BLP;215.00; 
Piron PBP-22 (L);BLP;30.00; 
Piron PBP-25;BLP;295.00;205.00 PED
Piron PBP-27 (L);BLP;35.00;83000.00%
Piron PBP-32 (L);BLP;39.00; 
Piron PBP-37 (L);BLP;43.00; 
Piron PBP-42 (L);BLP;113.00;110.00%
Piron PBP-47 (L);BLP;128.50;0.00%
Piron PBP-52 (L);BLP;137.50; 
Piron PBP-57 (L);BLP;153.00; 
Piron PBP-62 (L);BLP;181.00; 
Piron PBR-0 (L);BLP;2.16;0.00%
Piron PBR-2 (L);BLP;8.70; 
Piron PBR-7 (L);BLP;21.20; 
Piron PBR-10;BLP;100.00;300.00 PED
Piron PBR-12 (L);BLP;31.20; 
Piron PBR-15;BLP;175.00;458.66 PED
Piron PBR-17 (L);BLP;40.00; 
Piron PBR-20;BLP;280.00;1300.00 PED
Piron PBR-22 (L);BLP;47.50; 
Piron PBR-25;BLP;320.00; 
Piron PBR-27 (L);BLP;55.00; 
Piron PBR-32 (L);BLP;61.10; 
Piron PBR-37 (L);BLP;67.50; 
Piron PBR-42 (L);BLP;186.00; 
Piron PBR-47 (L);BLP;218.00; 
Piron PBR-52 (L);BLP;232.50;127.00%
Piron PBR-57 (L);BLP;246.50; 
Piron PBR-62 (L);BLP;307.00; 
Piron PLP-0 (L);Laser;1.40;0.00%
Piron PLP-2 (L);Laser;6.10; 
Piron PLP-7 (L);Laser;15.00; 
Piron PLP-12 (L);Laser;23.00; 
Piron PLP-15;Laser;166.00; 
Piron PLP-17 (L);Laser;29.00; 
Piron PLP-20;Laser;270.00; 
Piron PLP-22 (L);Laser;35.00; 
Piron PLP-27 (L);Laser;41.00; 
Piron PLP-32 (L);Laser;45.00; 
Piron PLP-37 (L);Laser;51.00; 
Piron PLP-42 (L);Laser;133.50;2793.00%
Piron PLP-47 (L);Laser;156.50; 
Piron PLP-52 (L);Laser;165.50; 
Piron PLP-57 (L);Laser;176.00;0.00%
Piron PLP-62 (L);Laser;182.50; 
Piron PLR-0 (L);Laser;2.16; 
Piron PLR-2 (L);Laser;10.00;120.00%
Piron PLR-7 (L);Laser;25.00;130.00%
Piron PLR-10;Laser;115.00;0.00 PED
Piron PLR-12 (L);Laser;38.60; 
Piron PLR-17 (L);Laser;48.50;105.00%
Piron PLR-22 (L);Laser;58.50; 
Piron PLR-27 (L);Laser;73.00; 
Piron PLR-32 (L);Laser;75.00; 
Piron PLR-37 (L);Laser;85.50; 
Piron PLR-42 (L);Laser;244.00; 
Piron PLR-47 (L);Laser;293.50; 
Piron PLR-52 (L);Laser;303.50;120.00%
Piron PLR-57 (L);Laser;372.00; 
Piron PLR-62 (L);Laser;456.00; 
Pistol (SA) (L);BLP;0.14; 
Plasma Kyller;Plasma;18.50; 
Plasma Kyller Zwei;Plasma;53.50; 
PlasTorch 1 (L);BLP;4.00; 
PlasTorch 2 (L);BLP;8.00; 
PlasTorch 3 (L);BLP;18.00;142.00%
PlasTorch 4 (L);BLP;28.00; 
PlasTorch 5 (L);BLP;40.00; 
Poison Purple Star Stunna (L);BLP;25.00; 
Poison Purple Turrelion Spec Flamebather (L);BLP;25.00; 
Poison Purple Xent Tech Freeze Ray (L);BLP;25.00; 
Porcupine MAP-13 (L);BLP;33.00; 
Prosecutor M5 (L);BLP;44.00; 
Prosecutor M13 (L);BLP;118.00; 
Prosecutor M15 (L);BLP;267.00; 
Prosecutor M35;BLP;14734.00; 
Prosecutor M35 (L);BLP;332.00;126.00%
Prosecutor M45 (L);BLP;352.00; 
