Name;Type;Max.TT;Markup
S & B Fractal Katana 45 (L);Longblades;500.00; 
S & B Fractal Katana 50 (L);Longblades; ; 
S & B Fractal Katana 55 (L);Longblades;565.00; 
S.G Takeover Mk1 (L);BLP;7.50; 
S.G Takeover Mk2 (L);BLP;18.00; 
S.G Takeover Mk6 (L);BLP;61.00; 
S.I. Combat Knife;Shortblades;10.00;500.00 PED
S.I. FlameThrower;BLP;4.85; 
S.I. HK110;Laser;3.85; 
S.I. Psy-Blade;Power Fist;17.50;0.00 PED
S.I. Psy-Sword;Longblades;15.00; 
S.I. Scorpion;Laser;2.99;200.00 PED
Sahra MK1 (L);Laser;3.80;0.00%
Sahra MK2 (L);Laser;5.20;153.00%
Sahra MK3 (L);Laser;7.80; 
Sahra MK4 (L);Laser;10.00; 
Sahra MK5 (L);Laser;47.00;111.50%
Sahra MK6 (L);Laser;61.00; 
Sahra MK8 (L);Laser;85.00; 
Sahra T-101 (L);Laser;4.00; 
Salafa Beginner (L);Laser;0.30; 
Salafa G1 (L);Laser;1.00; 
Salafa G2 (L);Laser;1.90; 
Salafa G3 (L);Laser;3.10; 
Salafa G4 (L);Laser;8.00; 
Salafa G5 (L);Laser;12.00; 
Salafa G6 (L);Laser;14.00; 
Salafa G8 (L);Laser;29.00; 
Salafa G10 (L);Laser;38.00; 
Samm Twin Edge (L);Longblades;38.00; 
Samm Twin Fate (L);Longblades;50.00; 
Samm Twin Poison (L);Longblades;80.00; 
Scimitar of the Mages, TWEN Edition;Longblades;980.00; 
Scott & Barlow BP-0 (L);BLP;9.25; 
Scott & Barlow BP-2 (L);BLP;12.00; 
Scott & Barlow BP-3 (L);BLP;15.50;126.00%
Scott & Barlow BP-4 (L);BLP;25.50;113.00%
Scott & Barlow BP-6 (L);BLP;31.00;109.90%
Scott & Barlow BP-8 (L);BLP;37.00;106.00%
Scott & Barlow BP-10 (L);BLP;43.00;107.00%
Scott & Barlow BP-13 (L);BLP;55.00; 
Scott & Barlow BP-16 (L);BLP;62.00;106.00%
Scott & Barlow BP-20 (L);BLP;73.00; 
Scott & Barlow BP-25 (L);BLP;83.00; 
Scott & Barlow BP-30 (L);BLP;93.00;107.20%
Scott & Barlow LB-0 (L);Longblades;52.00; 
Scott & Barlow LB-2 (L);Longblades;95.50; 
Scott & Barlow LB-3 (L);Longblades;122.00;100.00%
Scott & Barlow LB-4 (L);Longblades;156.00; 
Scott & Barlow LB-6 (L);Longblades;199.00; 
Scott & Barlow LB-8 (L);Longblades;260.00; 
Scott & Barlow LB-10 (L);Longblades;320.00; 
Scott & Barlow LB-13 (L);Longblades;380.00; 
Scott & Barlow LB-16 (L);Longblades;440.00; 
Scott & Barlow LB-20 (L);Longblades;491.00; 
Scott & Barlow LB-25 (L);Longblades;559.00; 
Scott & Barlow LB-30 (L);Longblades;628.00; 
Scott & Barlow LP-0 (L);Laser;8.00; 
Scott & Barlow LP-2 (L);Laser;12.25; 
Scott & Barlow LP-3 (L);Laser;14.00; 
Scott & Barlow LP-4 (L);Laser;21.00; 
Scott & Barlow LP-6 (L);Laser;29.00; 
Scott & Barlow LP-8 (L);Laser;33.00; 
Scott & Barlow LP-10 (L);Laser;38.50; 
Scott & Barlow LP-13 (L);Laser;56.00; 
Scott & Barlow LP-16 (L);Laser;66.00; 
Scott & Barlow LP-20 (L);Laser;81.00; 
Scott & Barlow LP-25 (L);Laser;90.00;120.00%
Scott & Barlow LP-30 (L);Laser;112.00; 
Scott & Barlow LR-0 (L);Laser;10.50; 
Scott & Barlow LR-2 (L);Laser;19.50; 
Scott & Barlow LR-3 (L);Laser;25.00; 
Scott & Barlow LR-4 (L);Laser;34.50; 
Scott & Barlow LR-6 (L);Laser;47.00; 
Scott & Barlow LR-8 (L);Laser;61.00; 
Scott & Barlow LR-10 (L);Laser;67.00; 
Scott & Barlow LR-13 (L);Laser;85.00;0.00%
Scott & Barlow LR-16 (L);Laser;93.00; 
Scott & Barlow LR-20 (L);Laser;110.00;105.88%
Scott & Barlow LR-25 (L);Laser;118.00;116.33%
Scott & Barlow LR-30 (L);Laser;128.00; 
Scott & Barlow SB-0 (L);Shortblades;26.00; 
Scott & Barlow SB-2 (L);Shortblades;34.50; 
Scott & Barlow SB-3 (L);Shortblades;52.00; 
Scott & Barlow SB-4 (L);Shortblades;86.50; 
Scott & Barlow SB-6 (L);Shortblades;121.00; 
Scott & Barlow SB-8 (L);Shortblades; ; 
Scott & Barlow SB-10 (L);Shortblades;164.00; 
Scott & Barlow SB-13 (L);Shortblades;198.00; 
Scott & Barlow SB-16 (L);Shortblades;233.00; 
Scott & Barlow SB-20 (L);Shortblades;259.00; 
Scott & Barlow SB-25 (L);Shortblades;292.00; 
Scott & Barlow SB-30 (L);Shortblades;326.00; 
SET-P1 Civilian Sidearm;Laser;0.10; 
SET-P1 Civilian Sidearm, Adjusted;Laser;0.10; 
Shagadi Disintegration Sword;Longblades;160.00; 
Sharp Knife (L);Shortblades; ; 
Shayeb S10 (L);BLP;3.00;110.00%
Shayeb S20 (L);BLP;6.00;207.00%
Shayeb S30 (L);BLP;9.00; 
Shayeb S55 (L);BLP;43.00;112.00%
Shotcallers Shank (L);Shortblades;75.00; 
Shotgun (SA) (L);BLP;2.00; 
Shriek Back Alley;Laser;59.50; 
Shriek Basic;Laser;13.00; 
Shriek Combat;Laser;50.00; 
Shriek Covert Ops;Laser;15.00; 
Shriek Offensive;Laser;80.00; 
Shriek Street;Laser;23.00; 
Silver Fang m.01 Starlight;BLP;255.00;750.00 PED
SkilDek Anaconda (L);Rocket;191.00; 
Skildek Cobra (L);Rocket;190.30; 
Skildek Decimator;Rocket;172.00; 
Skildek Decimator (L);Rocket;86.00; 
Skildek Exterminator;Rocket;312.00; 
Skildek Exterminator (L);Rocket;156.00; 
Skildek Gak 1500 (L);Rocket;150.90; 
Skildek Lancehead (L);Rocket;0.18;655.56%
Skildek Lectra (L);Rocket;99.00; 
Skildek Negator;Rocket;212.00; 
Skildek Negator (L);Rocket;106.00; 
Skildek Negator, FEN Edition;Rocket;212.00; 
Skildek P 30 (L);Rocket;0.80; 
Skildek P 40 (L);Rocket;16.00;114.11%
Skildek Pulverizer (L);Rocket;57.00;20000.00%
Skildek SER 250 (L);Rocket;72.10; 
Skildek SER 500 (L);Rocket;91.80; 
Skildek Vaporizer (L);Rocket;88.00;350.00%
SkilDek Viper (L);Rocket; ; 
SkullROCKer Baseball Bat (L);Clubs;5.00; 
Slaves Sword (L);Longblades;4.00; 
SmallFry-1 Laser Rifle (L);Laser;4.50;175.93%
SmallFry-2 Laser Rifle (L);Laser;12.50;144.00%
Sniping Unity, TWEN Edition;Gauss;130.00; 
Solar Orange Star Stunna (L);BLP;25.00; 
Solar Orange Sticky Laucher (L);Grenade;25.00; 
Solar Orange Turrelion Spec Flamebather (L);BLP;25.00; 
Solar Orange Xent Tech Freeze Ray (L);BLP;25.00; 
Sollomate Aggressio;Power Fist;12.00; 
Sollomate Aggressio, SGA Edition;Power Fist;12.00; 
Sollomate Azuro (L);Laser;0.70;285.00%
Sollomate Beauto;Laser;44.00; 
Sollomate Busho;Laser;4.00; 
Sollomate Crusho;Power Fist;15.00; 
Sollomate Eucalypto (L);Laser;0.14; 
Sollomate Kangoo;Laser;12.00; 
Sollomate Kangoo, Adjusted;Laser;350.00; 
Sollomate Kangoo, Ancient, Adjusted;Laser;350.00; 
Sollomate Kangoo, SGA Edition;Laser;12.00; 
Sollomate Kiwio (L);Laser;0.20;100.00%
Sollomate Kiwio Mk. 2 (L);Laser;1.40;100.00%
Sollomate Mayhem Azuro, Adjusted;Laser;7.00; 
Sollomate Mayhem Azuro, Augmented;Laser;7.00;25000.00 PED
Sollomate Mayhem Azuro, Perfected;Laser;10.00; 
Sollomate Onyxo (L);Laser;4.00;100.00%
Sollomate Opalo;Laser;3.80;0.00 PED
Sollomate Opalo, FEN Edition;Laser;5.00;500.00 PED
Sollomate Opalo, SGA Edition;Laser;3.80; 
Sollomate Opalo, TWEN Edition;Laser;3.80; 
Sollomate Outbacko;Laser;4.00; 
Sollomate Outbacko, Adjusted;Laser;250.00; 
Sollomate Outbacko, Ancient;Laser;4.00; 
Sollomate Outbacko, SGA Edition;Laser;8.00; 
Sollomate Rubio (L);Laser;0.09;1111.11%
Sollomate Tasmo;Laser;41.00;16000.00 PED
Sollomate Tasmo, Mentor Edition;Laser;41.00; 
Songkra Corrosive Dagger;Shortblades;150.00; 
Sparking Unity, TWEN Edition;Shortblades;285.00; 
Special Issue Carbine (L);Laser;5.00; 
Special Ops Flamethrower (FA) (L);BLP;360.00; 
Stable Turrelion Assassinator;BLP;200.00; 
Star Dust Stunna;BLP;10.00; 
Stargazing Blade (L);Shortblades;130.00;101.00%
Starkhov AS-97;BLP;110.00; 
Starkhov AS-97, Adjusted;BLP;400.00;8500.00 PED
Starkhov AS-97, SGA Edition;BLP;110.00; 
Starkhov AS-98;BLP;140.00;1000.00 PED
Starkhov AS-117;BLP;150.00;160000.00 PED
Starkhov AS-117, Modified;BLP;1700.00;82000.00 PED
Starkhov AS-129;BLP;180.00;11600.00 PED
Starkhov AS-147;BLP;195.00;2400.00 PED
Starkhov AS-147, Mentor Edition;BLP;195.00; 
Starkhov LPR-1 (L);BLP;6.80; 
Starkhov LPR-1, CDF Edition (L);BLP;0.20;100.00%
Starkhov LPR-2 (L);BLP;11.00; 
Starkhov LPR-2, CDF Edition (L);BLP;0.20;100.00%
Starkhov LPR-3 (L);BLP;16.00; 
Starkhov LPR-3, CDF Edition (L);BLP;0.20;100.00%
Starkhov LPR-4 (L);BLP;21.00; 
Starkhov LPR-4, CDF Edition (L);BLP;0.40;100.00%
Starkhov LPR-17 (L);BLP;122.00; 
Starkhov LPR-20 (L);BLP;167.00;0.00%
Starkhov LPR-25 (L);BLP;151.00; 
Starkhov LPR-30 (L);BLP;202.00;150.00%
Star Mercury Anti-Materiel Rifle, Prototype (L);BLP;17.50; 
Stealth Flamethrower (FA) (L);BLP;160.00;109.59%
Stel Claymore (L);Longblades;15.00; 
Stel Shortblade (L);Shortblades;9.00; 
Stiletto Shank 7 (L);Shortblades; ; 
Strong Argonaut Claws, FEN Edition;Power Fist;125.00; 
Strong Argonaut's Claws (L);Power Fist;210.00; 
Superior Flamethrower;BLP;131.00; 
Svempa S40;BLP;814.00; 
Svempa S40 (L);BLP;17.20; 
Svempa S60;BLP;2972.00; 
Svempa S60 (L);BLP;90.00; 
Svempa T5;BLP;4952.00;18000.00 PED
Svempa T5 (L);BLP;180.00; 
Svempa T15;BLP;10496.00;32000.00 PED
Svempa T15 (L);BLP;310.00; 
Svempa X1 (L);BLP;390.00; 
Svempa X2 (L);BLP;252.00;130.00%
Svempa XT (L);BLP;560.00;147.00%
Sword Of Courage (L);Longblades;58.00; 
Sword of Fortitude (L);Longblades;41.00; 
Sword Of Justice (L);Longblades;34.00; 
Sword Of Prudence (L);Longblades;22.00; 
Sword Of Wisdom (L);Longblades;11.00; 
TACS Elite MK I (L);BLP;110.00; 
Tanto 1 (L);Longblades;364.00;100.00%
Tanto 2 (L);Longblades;788.00; 
Tarsus SG 1;Laser;0.84; 
Tegretov TR5;BLP;130.00; 
Tegretov TR5, SGA Edition;BLP;130.00;700.00 PED
Tegretov TR6;BLP;160.00;3300.00 PED
Tegretov TR6, Modified;BLP;8500.00; 
Tegretov TR6, Perfected;BLP;777.00; 
Tegretov TR8;BLP;172.00; 
Thaqafa Blade M1 (L);Longblades; ; 
Thaqafa Blade M2 (L);Longblades;50.00; 
Thaqafa Blade M3 (L);Longblades;60.00; 
The Snowballer;BLP;1.00; 
The THING Infection (FA)(L);Whip;10.00;0.00%
The THING Infection (FA)(L) v2;Whip;60.00;3000.00%
Thorifoid Battle Club;Clubs;82.00; 
Thorifoid Battle Mace;Clubs;68.00; 
Thorifoid Berserker Mace, FEN Edition;Clubs;500.00; 
Tiny King Kong TG;BLP;48.00; 
Toddler-1 Laser Pistol (L);Laser;17.20;110.00%
Toddler-2 Laser Pistol (L);Laser;90.00; 
Toddler-3 Laser Pistol (L);Laser;180.00; 
Toddler-4 Laser Pistol (L);Laser;310.00; 
Toy Snowballgun;BLP;1.00; 
Traditional Slicer (L);Longblades;12.00; 
Trekkies Delight 1 (L);Laser;10.50; 
Trekkies Delight 2 (L);Laser;19.50; 
Trekkies Delight 3 (L);Laser;25.00; 
Trekkies Delight 4 (L);Laser;34.50; 
Trekkies Delight 5 (L);Laser;47.00; 
Trekkies Delight 6 (L);Laser;61.00; 
Trekkies Delight 7 (L);Laser;67.00; 
Trekkies Delight 8  (L);Laser;85.00; 
Trekkies Delight 9 (L);Laser;93.00;122.09%
Trekkies Delight 10 (L);Laser;110.00; 
Trekkies Delight 11 (L);Laser;118.00; 
Trekkies Delight 12 (L);Laser;128.00; 
Trekkie's Delight (L);Laser;4.00; 
True Faith;Laser;69.00;80.00 PED
True Faith (L);Laser;103.00;0.00%
Turath Blade M1 (L);Longblades;60.00; 
Turath Blade M2 (L);Longblades;80.00; 
Turrelion Entry Level Flame Thrower;BLP;10.00; 
Turrelion Spec Flamebather Version 1;BLP;10.00; 
Turrelion Spec HK;Laser; ; 
Turrelion Spec Psy-Blade;Shortblades;20.00; 
Turrelion Spec RPG;Rocket;10.00; 
Turrelion Spec Scorpion;Laser;10.00; 
Turrelion Spec Shotgun;BLP;10.00; 
Turrelion Spec Xent Tech Plasma Rifle;BLP;10.00; 
Turrellajin's Stalker Blade (L);Shortblades;12.50; 
Ukash IW36 Pistol (L);Laser;4.20;125.00%
Ukash IW80 Rifle (L);Laser;3.80; 
Ull;Laser;120.00; 
Ull Justice;Laser;135.00; 
Umbranoid Basic Whip (L);Whip;301.00; 
Umbranoid Space-Time Warped Whip (L);Whip;423.00; 
Umbranoid Warped Axe (L);Axes;401.00; 
Unique Dub & McCormick Terminator;BLP;17957.00; 
Unique Legend War Axe;Axes;19900.00; 
Unique Official MindArk PHG - v.Marco;Plasma;20000.00; 
Unique Reaper's Blade;Longblades;145.00; 
Unique Roman Ram Purifier Prototype;Shortblades;18900.00; 
Unique Sacrificial Dagger;Shortblades;185.00; 
Unstable Turrelion Assassinator;BLP;100.00; 
Ursule's Doom (L);BLP;88.00; 
Vamachara Mk.Exo (L);Laser;1.00;8500.00%
Vampiric Slicer (L);Shortblades;90.00; 
VAT-100;BLP;78.00; 
VAT-100, Mentor Edition;BLP;78.00;1200.00 PED
VAT-110;BLP;89.00;600.00 PED
VAT-120;BLP;114.00; 
Vincent DPS LP12 (L);Laser; ; 
Vincent DPS LP16 (L);Laser; ; 
Vincent DPS LP20 (L);Laser; ; 
Vincent DPS LP24 (L);Laser; ; 
Vincent DPS LP28 (L);Laser; ; 
Vincent DPS LP32 (L);Laser; ; 
Vincent DPS LR37 TEN EDITION;Laser;335.00;25000.00 PED
Vincent DPS P16 (L);BLP; ; 
Vincent DPS P20 (L);BLP;190.00; 
Vincent DPS P24 (L);BLP; ; 
Vincent DPS P28 (L);BLP; ; 
Vincent DPS P32 (L);BLP;270.00; 
Vincent DPS P37 (L);BLP; ; 
Vincent DPS P43 (L);BLP; ; 
Vincent DPS P50 (L);BLP;380.00; 
Vincent DPS P58 (L);BLP; ; 
Vincent DPS P66 (L);BLP; ; 
Vincent DPS P74 (L);BLP;500.00; 
Vincent DPS R12 (L);BLP; ; 
Vincent DPS R16 (L);BLP;150.00; 
Vincent DPS R20 (L);BLP;190.00;0.00%
Vincent DPS R24 (L);BLP;230.00; 
Vincent DPS R28 (L);BLP; ; 
Vincent DPS R32 (L);BLP; ; 
Vincent DPS R37 (L);BLP;315.00; 
Vincent DPS R43 (L);BLP; ; 
Vincent DPS R50 (L);BLP; ; 
Vincent DPS R58 (L);BLP; ; 
Vincent DPS R66 (L);BLP; ; 
Vincent DPS R82 (L);BLP;530.00; 
VTOL MMB AS-35 (L);Rocket;27.00; 
Vumpoor Disintegrator (L);Grenade;231.00; 
Vumpoor Dissolver (L);Grenade;253.00; 
Vumpoor Hollowman (L);Grenade;250.00; 
Vumpoor J 4 (L);Grenade;13.00; 
Vumpoor J Crem (L);Grenade;103.00; 
Vumpoor J Ero (L);Grenade;79.00; 
Vumpoor Obliterator (L);Grenade;53.00; 
Vumpoor Pug 9 (L);Grenade;67.70; 
Vumpoor Rx10 (L);Grenade;49.00; 
Vumpoor Tuhota 80 (L);Grenade;163.00; 
War axe (L);Shortblades;9.00; 
Weak Argonaut Claw, FEN Edition;Power Fist;45.00; 
Wildman's Fury (L);BLP;66.00; 
Willard Heatray A;Plasma;398.00; 
Willard Heatray A (L);Plasma;21.80; 
Willard Heatray B;Plasma;1696.00; 
Willard Heatray B (L);Plasma;33.40; 
Worm Blaster mk I (L);Laser;8.00; 
Worm Blaster mk II (L);Laser;12.25; 
Worm Blaster mk III (L);Laser;14.00; 
Worm Blaster mk IV (L);Laser;21.00; 
Worm Blaster mk IX (L);Laser;66.00; 
Worm Blaster mk V (L);Laser;29.00; 
Worm Blaster mk VI (L);Laser;33.00; 
Worm Blaster mk VII (L);Laser;38.50; 
Worm Blaster mk VIII (L);Laser;56.00;110.00%
Worm Blaster mk X (L);Laser;81.00; 
Worm Blaster mk XI (L);Laser;90.00; 
Worm Blaster mk XII (L);Laser;112.00; 
Wrapped HK LSR (L);Laser;150.00; 
Xdra LR13 (L);Laser;85.00; 
Xent Tech Freeze Ray X1;BLP;10.00; 
Xent Tech Freeze Ray X2;BLP;10.00; 
Xent Tech Freeze Ray X3;BLP;10.00; 
Xent Tech Freeze Ray X5;BLP;10.00; 
Xent Tech Icy Death Ray;BLP; ; 
Xent Tech Light Rifle Prototype;Laser;50.00; 
Xent Tech Light Rifle X2;Laser;120.00; 
Xent Tech Light Rifle X3;Laser;130.00; 
XFire Survival Blaster (L);BLP;180.00; 
XFire Survival Knife (L);Shortblades;120.00; 
Young Argonaut's Claws (L);Power Fist;75.00; 
Z12 Barbarella;Laser;1.00; 
Zekkonain Claw Gamma (L);Power Fist;60.00; 
Zekkonian Claw Alpha (L);Power Fist;20.00; 
Zekkonian Longblade Alpha (L);Longblades;80.00; 
Zekkonian Shortblade Alpha (L);Shortblades;30.00; 
Zekkonian Shortblade Gamma (L);Shortblades;80.00; 
Zekkonian Short Sword Alpha (L);Longblades;40.00; 
Zekkonian Short Sword Gamma (L);Longblades;120.00; 
Zorra's HK;Laser;450.00; 
Zyn'kimbro Fishing Spear;Clubs;10.00; 
